"id",id2,"unique_id","genus","species","sex",observedIT_mu,conversion_factor,ITlength_mm,head_width,head_length,head_depth,"tongue_type",cardo_mm,prementum_mm,glossa_mm,glossa_in_prem,tongue_mm,"measured_by","project","old_uniqueID","pixel_update","notes","note_2","X_val"
"208_2406",208,"2406","Eucera","hamata","female",3.25,1,3.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"2080_NAT.CIG2012_1127",2080,"NAT.CIG2012_1127","Lasioglossum","pectorale","female",NULL,NULL,1.466,1.72805401,NULL,NULL,"short",1.216,1.22,0.817,NULL,2.037,"GN","CIG","DC_0081",NULL,"",NULL,NULL
"2081_NAT.CIG2012_1128",2081,"NAT.CIG2012_1128","Lasioglossum","pectorale","female",NULL,NULL,1.434,1.759323916,NULL,NULL,"short",1.171,1.201,0.836,NULL,2.037,"GN","CIG","DC_0092",NULL,"",NULL,NULL
"2082_NAT.CIG2012_1130",2082,"NAT.CIG2012_1130","Lasioglossum","pectorale","male",NULL,NULL,1.138,1.474147827,NULL,NULL,"short",1.052,1.088,0.734,NULL,1.822,"GN","CIG","DC_0467",NULL,"",NULL,NULL
"2083_NAT.CIG2012_1140",2083,"NAT.CIG2012_1140","Lasioglossum","pilosum","female",NULL,NULL,1.392,NULL,NULL,NULL,"short",0.57,1.255,0.627,NULL,1.882,"BGJ","CIG","BJ_0303",NULL,"BROKEN_CARDO",NULL,NULL
"2084_NAT.CIG2012_1144",2084,"NAT.CIG2012_1144","Lasioglossum","pilosum","female",NULL,NULL,1.18,1.616429304,NULL,NULL,"short",1.127,1.225,0.534,NULL,1.759,"GN","CIG","DC_0486",NULL,"",NULL,NULL
"2085_NAT.CIG2012_1145",2085,"NAT.CIG2012_1145","Lasioglossum","pilosum","female",NULL,NULL,1.252,1.628828264,NULL,NULL,"short",1.174,1.21,0.635,NULL,1.845,"GN","CIG","DC_0487",NULL,"",NULL,NULL
"2086_NAT.CIG2012_1149",2086,"NAT.CIG2012_1149","Lasioglossum","pilosum","male",NULL,NULL,1.027,1.476634432,NULL,NULL,"short",1.138,1.233,0.374,NULL,1.607,"GN","CIG","BJ_0470",NULL,"",NULL,NULL
"2087_NAT.CIG2012_1152",2087,"NAT.CIG2012_1152","Lasioglossum","tegulare","female",NULL,NULL,0.935,NULL,NULL,NULL,"short",0.745,0.857,0.4,NULL,1.257,"GN","CIG","JB_0093",NULL,"",NULL,NULL
"2088_NAT.CIG2012_1153",2088,"NAT.CIG2012_1153","Lasioglossum","tegulare","female",NULL,NULL,0.96,1.366218964,NULL,NULL,"short",0.845,0.845,0.429,NULL,1.274,"GN","CIG","DC_0403",NULL,"",NULL,NULL
"2089_NAT.CIG2012_1154",2089,"NAT.CIG2012_1154","Lasioglossum","trigeminum","female",NULL,NULL,1.126,1.387218852,NULL,NULL,"short",0.878,0.89,0.369,NULL,1.259,"BGJ","CIG","BJ_0291",NULL,"",NULL,NULL
"209_2407",209,"2407","Eucera","hamata","female",2.91,1,2.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"2090_NAT.CIG2012_1155",2090,"NAT.CIG2012_1155","Lasioglossum","trigeminum","female",NULL,NULL,1.22,1.557466116,NULL,NULL,"short",0.933,0.952,0.485,NULL,1.437,"GN","CIG","BJ_0253",NULL,"",NULL,NULL
"2091_NAT.CIG2012_1156",2091,"NAT.CIG2012_1156","Lasioglossum","trigeminum","female",NULL,NULL,1.322,1.631757689,NULL,NULL,"short",0.688,0.953,0.487,NULL,1.44,"GN","CIG","GN_0024",NULL,"",NULL,NULL
"2092_NAT.CIG2012_1161",2092,"NAT.CIG2012_1161","Lasioglossum","versatum","female",NULL,NULL,1.125,1.557653463,NULL,NULL,"short",0.816,0.899,0.466,NULL,1.365,"GN","CIG","DC_0118",NULL,"",NULL,NULL
"2093_NAT.CIG2012_1164",2093,"NAT.CIG2012_1164","Lasioglossum","versatum","male",NULL,NULL,1.096,1.524305709,NULL,NULL,"short",1.188,1.216,0.415,NULL,1.631,"GN","CIG","BJ_0461",NULL,"",NULL,NULL
"2094_NAT.CIG2012_1166",2094,"NAT.CIG2012_1166","Lasioglossum","versatum","male",NULL,NULL,1.221,1.701195273,NULL,NULL,"short",0.997,1.063,0.554,NULL,1.617,"GN","CIG","DC_0454",NULL,"",NULL,NULL
"2095_NAT.CIG2012_1167",2095,"NAT.CIG2012_1167","Lasioglossum","versatum","male",NULL,NULL,1.041,1.458921631,NULL,NULL,"short",0.849,0.962,0.541,NULL,1.503,"GN","CIG","DC_0456",NULL,"",NULL,NULL
"2096_NAT.CIG2012_1168",2096,"NAT.CIG2012_1168","Lasioglossum","versatum","male",NULL,NULL,1.226,1.677896128,NULL,NULL,"short",1.017,1.074,0.516,NULL,1.59,"GN","CIG","DC_0457",NULL,"",NULL,NULL
"2097_NAT.CIG2012_1169",2097,"NAT.CIG2012_1169","Lasioglossum","versatum","male",NULL,NULL,1.418,1.832440313,NULL,NULL,"short",1.113,1.295,0.634,NULL,1.929,"GN","CIG","DC_0458",NULL,"",NULL,NULL
"2098_NAT.CIG2012_1170",2098,"NAT.CIG2012_1170","Lasioglossum","versatum","male",NULL,NULL,1.38,1.836936639,NULL,NULL,"short",1.101,1.253,0.622,NULL,1.875,"GN","CIG","DC_0419",NULL,"",NULL,NULL
"2099_NAT.CIG2012_1171",2099,"NAT.CIG2012_1171","Lasioglossum","versatum","male",NULL,NULL,1.042,1.339377259,NULL,NULL,"short",0.824,0.897,0.469,NULL,1.366,"GN","CIG","DC_0420",NULL,"",NULL,NULL
"21_1219",21,"1219","Andrena","carolina","female",1.6,1,1.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"21_tongue2014_21",21,"tongue2014_21","Colletes","validus","male",NULL,NULL,2.820422859,3.781001659,2.898767938,NULL,"",NULL,1.464,0.412230518,NULL,NULL,"J.Zientek","tongue2014","","","glossa felt like it was about to tear. Took the picture/measurement from an angle that I have never done before","","X1_296.204"
"210_2408",210,"2408","Eucera","hamata","female",3.31,1,3.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"2100_NAT.CIG2012_1172",2100,"NAT.CIG2012_1172","Lasioglossum","versatum","male",NULL,NULL,1.367,1.756735122,NULL,NULL,"short",1.074,1.151,0.622,NULL,1.773,"GN","CIG","DC_0402",NULL,"",NULL,NULL
"2101_NAT.CIG2012_1173",2101,"NAT.CIG2012_1173","Lasioglossum","versatum","male",NULL,NULL,1.209,1.652229599,NULL,NULL,"short",0.994,1.141,0.579,NULL,1.72,"GN","CIG","DC_0411",NULL,"",NULL,NULL
"2102_NAT.CIG2012_1174",2102,"NAT.CIG2012_1174","Lasioglossum","versatum","male",NULL,NULL,1.328,1.820245731,NULL,NULL,"short",1.129,1.125,0.619,NULL,1.744,"GN","CIG","DC_0412",NULL,"",NULL,NULL
"2103_NAT.CIG2012_1175",2103,"NAT.CIG2012_1175","Lasioglossum","versatum","male",NULL,NULL,1.184,1.596451309,NULL,NULL,"short",0.952,1.063,0.571,NULL,1.634,"GN","CIG","DC_0425",NULL,"",NULL,NULL
"2104_NAT.CIG2012_1176",2104,"NAT.CIG2012_1176","Lasioglossum","versatum","male",NULL,NULL,1.356,1.628470602,NULL,NULL,"short",1.052,1.148,0.584,NULL,1.732,"GN","CIG","DC_0439",NULL,"",NULL,NULL
"2105_NAT.CIG2012_1177",2105,"NAT.CIG2012_1177","Lasioglossum","versatum","male",NULL,NULL,1.202,1.809873524,NULL,NULL,"short",0.246,0.887,1.731,NULL,2.618,"GN","CIG","DC_0447",NULL,"",NULL,NULL
"2106_NAT.CIG2012_1178",2106,"NAT.CIG2012_1178","Lasioglossum","versatum","male",NULL,NULL,1.143,1.690209931,NULL,NULL,"short",0.984,1.09,0.595,NULL,1.685,"GN","CIG","DC_0448",NULL,"",NULL,NULL
"2107_NAT.CIG2012_1183",2107,"NAT.CIG2012_1183","Lasioglossum","mitchelli","female",NULL,NULL,0.853,1.309452845,NULL,NULL,"short",0.755,0.765,0.395,NULL,1.16,"GN","CIG","DC_0340",NULL,"",NULL,NULL
"2108_NAT.CIG2012_1184",2108,"NAT.CIG2012_1184","Lasioglossum","mitchelli","female",NULL,NULL,1.09,1.497515098,NULL,NULL,"short",0.83,0.834,0.488,NULL,1.322,"GN","CIG","JB_0066",NULL,"",NULL,NULL
"2109_NAT.CIG2012_1185",2109,"NAT.CIG2012_1185","Lasioglossum","mitchelli","female",NULL,NULL,0.994,1.481760925,NULL,NULL,"short",NULL,0.87,0.481,NULL,1.351,"GN","CIG","JB_0096",NULL,"",NULL,NULL
"211_2409",211,"2409","Eucera","hamata","female",3.63,1,3.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"2110_NAT.CIG2012_1187",2110,"NAT.CIG2012_1187","Lasioglossum","coreopsis","female",NULL,NULL,0.939,1.110456343,NULL,NULL,"short",0.764,0.636,0.245,NULL,0.881,"GN","CIG","GN_0416",NULL,"",NULL,NULL
"2111_NAT.CIG2012_1188",2111,"NAT.CIG2012_1188","Lasioglossum","coreopsis","female",NULL,NULL,0.845,1.103183876,NULL,NULL,"short",0.824,0.868,0.487,NULL,1.355,"GN","CIG","DC_0119",NULL,"",NULL,NULL
"2112_NAT.CIG2012_1190",2112,"NAT.CIG2012_1190","Lasioglossum","coriaceum","female",NULL,NULL,1.96,2.659440752,NULL,NULL,"short",1.798,1.929,0.922,NULL,2.851,"GN","CIG","GN_0003",NULL,"",NULL,NULL
"2113_NAT.CIG2012_1191",2113,"NAT.CIG2012_1191","Lasioglossum","coriaceum","female",NULL,NULL,1.84,NULL,NULL,NULL,"short",NULL,1.066,0.963,NULL,2.029,"GN","CIG","BJ_0064",NULL,"broken",NULL,NULL
"2114_NAT.CIG2012_1192",2114,"NAT.CIG2012_1192","Lasioglossum","coriaceum","female",NULL,NULL,1.84,NULL,NULL,NULL,"short",1.771,1.887,0.911,NULL,2.798,"GN","CIG","BJ_0012",NULL,"",NULL,NULL
"2115_NAT.CIG2012_1193",2115,"NAT.CIG2012_1193","Lasioglossum","fuscipenne","female",NULL,NULL,1.851,2.462419909,NULL,NULL,"short",1.273,1.718,0.816,NULL,2.534,"GN","CIG","BJ_0129",NULL,"",NULL,NULL
"2116_NAT.CIG2012_1195",2116,"NAT.CIG2012_1195","Lasioglossum","pilosum","female",NULL,NULL,1.167,1.593692199,NULL,NULL,"short",1.006,1.102,0.614,NULL,1.716,"GN","CIG","DC_0298",NULL,"",NULL,NULL
"2117_NAT.CIG2012_1196",2117,"NAT.CIG2012_1196","Lasioglossum","pilosum","female",NULL,NULL,1.362,1.74951375,NULL,NULL,"short",1.2,1.347,0.707,NULL,2.054,"BGJ","CIG","DC_0304",NULL,"",NULL,NULL
"2118_NAT.CIG2012_1197",2118,"NAT.CIG2012_1197","Lasioglossum","pilosum","female",NULL,NULL,1.291,1.704380171,NULL,NULL,"short",1.157,1.241,0.687,NULL,1.928,"GN","CIG","DC_0305",NULL,"",NULL,NULL
"2119_NAT.CIG2012_1198",2119,"NAT.CIG2012_1198","Lasioglossum","pilosum","female",NULL,NULL,1.277,1.683652788,NULL,NULL,"short",1.155,1.229,0.698,NULL,1.927,"BGJ","CIG","DC_0379",NULL,"",NULL,NULL
"212_1354",212,"1354","Habropoda","laboriosa","female",3.63,1,3.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"2120_NAT.CIG2012_1199",2120,"NAT.CIG2012_1199","Lasioglossum","pilosum","female",NULL,NULL,1.209,1.641125035,NULL,NULL,"short",1.181,1.18,0.643,NULL,1.823,"GN","CIG","DC_0125",NULL,"",NULL,NULL
"2121_NAT.CIG2012_1200",2121,"NAT.CIG2012_1200","Lasioglossum","pilosum","female",NULL,NULL,1.215,1.646779506,NULL,NULL,"short",1.17,1.21,0.672,NULL,1.882,"GN","CIG","DC_0133",NULL,"",NULL,NULL
"2122_NAT.CIG2012_1201",2122,"NAT.CIG2012_1201","Lasioglossum","pilosum","female",NULL,NULL,1.192,1.538833612,NULL,NULL,"short",1.076,1.127,0.624,NULL,1.751,"BGJ","CIG","DC_0141",NULL,"",NULL,NULL
"2123_NAT.CIG2012_1202",2123,"NAT.CIG2012_1202","Lasioglossum","pilosum","female",NULL,NULL,1.146,1.65367728,NULL,NULL,"short",1.045,1.153,0.228,NULL,1.381,"BGJ","CIG","DC_0173",NULL,"",NULL,NULL
"2124_NAT.CIG2012_1204",2124,"NAT.CIG2012_1204","Lasioglossum","pilosum","female",NULL,NULL,1.254,1.732601431,NULL,NULL,"short",1.095,1.185,0.668,NULL,1.853,"GN","CIG","DC_0091",NULL,"",NULL,NULL
"2125_NAT.CIG2012_1205",2125,"NAT.CIG2012_1205","Lasioglossum","pilosum","female",NULL,NULL,1.315,1.732601431,NULL,NULL,"short",1.207,1.237,0.703,NULL,1.94,"GN","CIG","DC_0104",NULL,"",NULL,NULL
"2126_NAT.CIG2012_1207",2126,"NAT.CIG2012_1207","Lasioglossum","trigeminum","female",NULL,NULL,1.17,1.613125185,NULL,NULL,"short",0.937,1.109,0.506,NULL,1.615,"GN","CIG","DC_0496",NULL,"",NULL,NULL
"2127_NAT.CIG2012_1208",2127,"NAT.CIG2012_1208","Lasioglossum","trigeminum","female",NULL,NULL,1.162,1.615645853,NULL,NULL,"short",NULL,0.963,0.469,NULL,1.432,"GN","CIG","BJ_0459",NULL,"",NULL,NULL
"2128_NAT.CIG2012_1209",2128,"NAT.CIG2012_1209","Lasioglossum","trigeminum","female",NULL,NULL,1.163,NULL,NULL,NULL,"short",0.911,0.988,0.52,NULL,1.508,"GN","CIG","BJ_0457",NULL,"",NULL,NULL
"2129_NAT.CIG2012_1210",2129,"NAT.CIG2012_1210","Lasioglossum","truncatum","female",NULL,NULL,1.72,NULL,NULL,NULL,"short",1.257,1.414,0.636,NULL,2.05,"GN","CIG","GN_0211",NULL,"",NULL,NULL
"213_2051",213,"2051","Habropoda","laboriosa","female",3.7,1,3.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"2130_NAT.CIG2012_1211",2130,"NAT.CIG2012_1211","Lasioglossum","versatum","female",NULL,NULL,1.361,1.817197086,NULL,NULL,"short",1.03,1.079,0.573,NULL,1.652,"GN","CIG","DC_0243",NULL,"",NULL,NULL
"2131_NAT.CIG2012_1212",2131,"NAT.CIG2012_1212","Lasioglossum","versatum","female",NULL,NULL,1.301,1.776491707,NULL,NULL,"short",NULL,1.022,0.52,NULL,1.542,"GN","CIG","DC_0244",NULL,"",NULL,NULL
"2132_NAT.CIG2012_1213",2132,"NAT.CIG2012_1213","Lasioglossum","versatum","female",NULL,NULL,1.442,1.75682028,NULL,NULL,"short",0.567,1.054,0.94,NULL,1.994,"GN","CIG","DC_0199",NULL,"",NULL,NULL
"2133_NAT.CIG2012_1214",2133,"NAT.CIG2012_1214","Lasioglossum","versatum","female",NULL,NULL,1.396,1.763888368,NULL,NULL,"short",0.998,1.062,0.582,NULL,1.644,"GN","CIG","DC_0222",NULL,"",NULL,NULL
"2134_NAT.CIG2012_1216",2134,"NAT.CIG2012_1216","Lithurgus","chrysurus","male",NULL,NULL,3.353,NULL,NULL,NULL,"long",0.624,1.468,7.517,NULL,8.985,"GN","CIG","GN_0247",NULL,"",NULL,NULL
"2135_NAT.CIG2012_1217",2135,"NAT.CIG2012_1217","Lithurgus","chrysurus","male",NULL,NULL,3.207,NULL,NULL,NULL,"long",0.617,1.472,7.658,NULL,9.13,"GN","CIG","GN_0237",NULL,"",NULL,NULL
"2136_NAT.CIG2012_1218",2136,"NAT.CIG2012_1218","Lithurgus","chrysurus","male",NULL,NULL,3.297,NULL,NULL,NULL,"long",0.621,1.366,7.598,NULL,8.964,"GN","CIG","GN_0265",NULL,"",NULL,NULL
"2137_NAT.CIG2012_1219",2137,"NAT.CIG2012_1219","Lithurgus","chrysurus","male",NULL,NULL,3.52,NULL,NULL,NULL,"long",0.646,1.503,7.647,NULL,9.15,"GN","CIG","GN_0230",NULL,"",NULL,NULL
"2138_NAT.CIG2012_1220",2138,"NAT.CIG2012_1220","Lithurgus","chrysurus","male",NULL,NULL,3.356,NULL,NULL,NULL,"long",0.651,1.455,7.686,NULL,9.141,"GN","CIG","GN_0273",NULL,"",NULL,NULL
"2139_NAT.CIG2012_1221",2139,"NAT.CIG2012_1221","Lithurgus","chrysurus","male",NULL,NULL,3.306,NULL,NULL,NULL,"long",0.645,1.435,7.422,NULL,8.857,"GN","CIG","GN_0210",NULL,"",NULL,NULL
"214_2025",214,"2025","Habropoda","laboriosa","female",3.9,1,3.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"2140_NAT.CIG2012_1222",2140,"NAT.CIG2012_1222","Megachile","inimica","male",NULL,NULL,2.502,NULL,NULL,NULL,"long",0.487,1.336,3.95,NULL,5.286,"GN","CIG","BJ_0409",NULL,"",NULL,NULL
"2141_NAT.CIG2012_1223",2141,"NAT.CIG2012_1223","Megachile","inimica","female",NULL,NULL,3.202,NULL,NULL,NULL,"long",0.777,1.557,4.598,NULL,6.155,"GN","CIG","DC_0184",NULL,"",NULL,NULL
"2142_NAT.CIG2012_1224",2142,"NAT.CIG2012_1224","Megachile","inimica","female",NULL,NULL,2.73,NULL,NULL,NULL,"long",0.735,1.816,3.759,NULL,5.575,"GN","CIG","DC_0478",NULL,"",NULL,NULL
"2143_NAT.CIG2012_1225",2143,"NAT.CIG2012_1225","Megachile","inimica","female",NULL,NULL,2.979,NULL,NULL,NULL,"long",0.645,1.776,4.039,NULL,5.815,"GN","CIG","DC_0396",NULL,"",NULL,NULL
"2144_NAT.CIG2012_1226",2144,"NAT.CIG2012_1226","Megachile","inimica","female",NULL,NULL,3.101,NULL,NULL,NULL,"long",0.777,1.924,4.354,NULL,6.278,"GN","CIG","DC_0121",NULL,"",NULL,NULL
"2145_NAT.CIG2012_1231",2145,"NAT.CIG2012_1231","Megachile","mendica","female",NULL,NULL,3.278,4.316643561,NULL,NULL,"long",0.74,1.706,3.842,NULL,5.548,"GN","CIG","BJ_0483",NULL,"",NULL,NULL
"2146_NAT.CIG2012_1232",2146,"NAT.CIG2012_1232","Megachile","mendica","female",NULL,NULL,2.939,4.019681646,NULL,NULL,"long",0.337,1.498,3.486,NULL,4.984,"GN","CIG","BJ_0487",NULL,"",NULL,NULL
"2147_NAT.CIG2012_1233",2147,"NAT.CIG2012_1233","Megachile","mendica","female",NULL,NULL,2.816,3.790539321,NULL,NULL,"long",0.649,1.549,3.418,NULL,4.967,"GN","CIG","BJ_0493",NULL,"",NULL,NULL
"2148_NAT.CIG2012_1234",2148,"NAT.CIG2012_1234","Megachile","mendica","female",NULL,NULL,2.535,3.602715509,NULL,NULL,"long",0.585,1.506,3.357,NULL,4.863,"GN","CIG","GN_0180",NULL,"",NULL,NULL
"2149_NAT.CIG2012_1235",2149,"NAT.CIG2012_1235","Megachile","mendica","female",NULL,NULL,2.686,3.640627714,NULL,NULL,"long",NULL,NULL,3.39,NULL,NULL,"GN","CIG","GN_0207",NULL,"",NULL,NULL
"215_1364",215,"1364","Habropoda","laboriosa","female",3.8,1,3.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"2150_NAT.CIG2012_1236",2150,"NAT.CIG2012_1236","Megachile","mendica","female",NULL,NULL,2.856,3.954995861,NULL,NULL,"long",0.667,1.612,3.587,NULL,5.199,"GN","CIG","BJ_0486",NULL,"",NULL,NULL
"2151_NAT.CIG2012_1237",2151,"NAT.CIG2012_1237","Megachile","mendica","female",NULL,NULL,2.807,3.941438756,NULL,NULL,"long",0.637,1.508,3.45,NULL,4.958,"GN","CIG","BJ_0489",NULL,"",NULL,NULL
"2152_NAT.CIG2012_1239",2152,"NAT.CIG2012_1239","Megachile","mendica","female",NULL,NULL,3.112,4.325261519,NULL,NULL,"long",0.558,1.687,3.863,NULL,5.55,"GN","CIG","DC_0370",NULL,"",NULL,NULL
"2153_NAT.CIG2012_1240",2153,"NAT.CIG2012_1240","Megachile","mendica","female",NULL,NULL,2.924,4.216395922,NULL,NULL,"long",0.501,1.581,3.574,NULL,5.155,"GN","CIG","DC_0376",NULL,"",NULL,NULL
"2154_NAT.CIG2012_1241",2154,"NAT.CIG2012_1241","Megachile","mendica","male",NULL,NULL,2.569,3.567494286,NULL,NULL,"long",0.548,1.465,3.319,NULL,4.784,"GN","CIG","DC_0364",NULL,"",NULL,NULL
"2155_NAT.CIG2012_1243",2155,"NAT.CIG2012_1243","Megachile","mendica","female",NULL,NULL,3.091,4.213296182,NULL,NULL,"long",0.687,1.653,3.703,NULL,5.356,"GN","CIG","DC_0475",NULL,"",NULL,NULL
"2156_NAT.CIG2012_1244",2156,"NAT.CIG2012_1244","Megachile","mendica","female",NULL,NULL,2.844,4.068664353,NULL,NULL,"long",0.674,1.578,3.448,NULL,5.026,"GN","CIG","DC_0495",NULL,"",NULL,NULL
"2157_NAT.CIG2012_1245",2157,"NAT.CIG2012_1245","Megachile","mendica","male",NULL,NULL,2.654,3.538063787,NULL,NULL,"long",0.702,1.273,3.375,NULL,4.648,"GN","CIG","BJ_0450",NULL,"",NULL,NULL
"2158_NAT.CIG2012_1246",2158,"NAT.CIG2012_1246","Megachile","mendica","male",NULL,NULL,2.754,3.667980366,NULL,NULL,"long",0.681,1.548,3.359,NULL,4.907,"GN","CIG","BJ_0456",NULL,"",NULL,NULL
"2159_NAT.CIG2012_1247",2159,"NAT.CIG2012_1247","Megachile","mendica","female",NULL,NULL,2.832,3.937044619,NULL,NULL,"long",0.678,1.305,3.714,NULL,5.019,"GN","CIG","BJ_0471",NULL,"",NULL,NULL
"216_1309",216,"1309","Habropoda","laboriosa","female",3.75,1,3.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"2160_NAT.CIG2012_1248",2160,"NAT.CIG2012_1248","Megachile","mendica","male",NULL,NULL,2.776,4.064917414,NULL,NULL,"long",0.694,1.628,3.532,NULL,5.16,"GN","CIG","DC_0174",NULL,"",NULL,NULL
"2161_NAT.CIG2012_1249",2161,"NAT.CIG2012_1249","Megachile","mendica","male",NULL,NULL,2.794,3.638345488,NULL,NULL,"long",0.502,1.279,3.542,NULL,4.821,"GN","CIG","DC_0163",NULL,"",NULL,NULL
"2162_NAT.CIG2012_1250",2162,"NAT.CIG2012_1250","Megachile","mendica","male",NULL,NULL,2.548,3.679357434,NULL,NULL,"long",0.618,1.309,3.541,NULL,4.85,"GN","CIG","DC_0131",NULL,"",NULL,NULL
"2163_NAT.CIG2012_1251",2163,"NAT.CIG2012_1251","Megachile","mendica","male",NULL,NULL,2.792,3.897395196,NULL,NULL,"long",0.6,1.617,3.545,NULL,5.162,"GN","CIG","DC_0484",NULL,"",NULL,NULL
"2164_NAT.CIG2012_1252",2164,"NAT.CIG2012_1252","Megachile","mendica","male",NULL,NULL,2.651,3.847186219,NULL,NULL,"long",0.528,1.298,3.603,NULL,4.901,"GN","CIG","BJ_0453",NULL,"",NULL,NULL
"2165_NAT.CIG2012_1253",2165,"NAT.CIG2012_1253","Megachile","mendica","female",NULL,NULL,2.897,4.04505864,NULL,NULL,"long",0.652,1.579,3.584,NULL,5.163,"GN","CIG","DC_0105",NULL,"",NULL,NULL
"2166_NAT.CIG2012_1254",2166,"NAT.CIG2012_1254","Megachile","mendica","female",NULL,NULL,3.134,4.04495645,NULL,NULL,"long",0.639,1.413,3.831,NULL,5.244,"GN","CIG","BJ_0115",NULL,"",NULL,NULL
"2167_NAT.CIG2012_1255",2167,"NAT.CIG2012_1255","Megachile","mendica","female",NULL,NULL,3.062,4.267524602,NULL,NULL,"long",0.706,1.643,3.785,NULL,5.428,"GN","CIG","DC_0445",NULL,"",NULL,NULL
"2168_NAT.CIG2012_1256",2168,"NAT.CIG2012_1256","Megachile","mendica","male",NULL,NULL,2.538,3.358755744,NULL,NULL,"long",0.618,1.369,2.978,NULL,4.347,"GN","CIG","DC_0416",NULL,"",NULL,NULL
"2169_NAT.CIG2012_1258",2169,"NAT.CIG2012_1258","Megachile","mendica","male",NULL,NULL,2.744,3.657454875,NULL,NULL,"long",0.612,1.287,3.597,NULL,4.884,"GN","CIG","GN_0432",NULL,"",NULL,NULL
"217_2754",217,"2754","Halictus","ligatus","female",1.85,1,1.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"2170_NAT.CIG2012_1259",2170,"NAT.CIG2012_1259","Megachile","mendica","male",NULL,NULL,2.82,3.883224956,NULL,NULL,"long",0.545,1.409,3.702,NULL,5.111,"GN","CIG","GN_0434",NULL,"",NULL,NULL
"2171_NAT.CIG2012_1260",2171,"NAT.CIG2012_1260","Megachile","mendica","male",NULL,NULL,2.645,3.731508007,NULL,NULL,"long",0.424,1.307,3.673,NULL,4.98,"GN","CIG","DC_0019",NULL,"",NULL,NULL
"2172_NAT.CIG2012_1261",2172,"NAT.CIG2012_1261","Megachile","petulans","male",NULL,NULL,2.783,NULL,NULL,NULL,"long",0.674,1.527,3.522,NULL,5.049,"GN","CIG","DC_0479",NULL,"",NULL,NULL
"2173_NAT.CIG2012_1262",2173,"NAT.CIG2012_1262","Megachile","pugnata","female",NULL,NULL,3.022,4.313305379,NULL,NULL,"long",0.877,1.917,4.86,NULL,6.777,"GN","CIG","BJ_0294",NULL,"",NULL,NULL
"2174_NAT.CIG2012_1263",2174,"NAT.CIG2012_1263","Megachile","pugnata","female",NULL,NULL,3.013,4.178824347,NULL,NULL,"long",0.725,2.212,4.591,NULL,6.803,"GN","CIG","GN_0043",NULL,"",NULL,NULL
"2175_NAT.CIG2012_1264",2175,"NAT.CIG2012_1264","Megachile","pugnata","female",NULL,NULL,3.052,4.260064788,NULL,NULL,"long",0.74,2.163,4.718,NULL,6.881,"GN","CIG","GN_0049",NULL,"",NULL,NULL
"2176_NAT.CIG2012_1265",2176,"NAT.CIG2012_1265","Megachile","pugnata","female",NULL,NULL,3.716,4.871599227,NULL,NULL,"long",0.952,2.586,4.946,NULL,7.532,"GN","CIG","GN_0054",NULL,"",NULL,NULL
"2177_NAT.CIG2012_1266",2177,"NAT.CIG2012_1266","Megachile","pugnata","female",NULL,NULL,3.22,4.531138763,NULL,NULL,"long",0.721,2.331,4.884,NULL,7.215,"GN","CIG","GN_0039",NULL,"",NULL,NULL
"2178_NAT.CIG2012_1268",2178,"NAT.CIG2012_1268","Megachile","pugnata","female",NULL,NULL,3.172,4.479124443,NULL,NULL,"long",0.877,1.921,5.403,NULL,7.324,"GN","CIG","BJ_0268",NULL,"",NULL,NULL
"2179_NAT.CIG2012_1269",2179,"NAT.CIG2012_1269","Megachile","pugnata","female",NULL,NULL,3.019,4.053506283,NULL,NULL,"long",0.801,1.819,4.767,NULL,6.586,"GN","CIG","BJ_0283",NULL,"",NULL,NULL
"218_2771",218,"2771","Halictus","ligatus","female",1.78,1,1.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
