,sc,year,site,treatment,transect,round,uniqueID,genus,species,gs,plant_genus,plant_species,genus_species
2719,2012_ROC,2012,RO,C,2,3,NAT.CIG2012_0356,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2720,2012_ROT,2012,RO,T,4,1,NAT.CIG2012_0357,Bombus,griseocollis,Bombus_griseocollis,Centaurea,cyanus,Centaurea_cyanus
2721,2012_ROT,2012,RO,T,3,1,NAT.CIG2012_0358,Bombus,griseocollis,Bombus_griseocollis,Coreopsis,lanceolata,Coreopsis_lanceolata
2722,2012_ROT,2012,RO,T,3,1,NAT.CIG2012_0359,Bombus,griseocollis,Bombus_griseocollis,Coreopsis,lanceolata,Coreopsis_lanceolata
2723,2012_ROT,2012,RO,T,3,1,NAT.CIG2012_0360,Bombus,griseocollis,Bombus_griseocollis,Coreopsis,lanceolata,Coreopsis_lanceolata
2724,2012_ROT,2012,RO,T,3,1,NAT.CIG2012_0361,Bombus,griseocollis,Bombus_griseocollis,Coreopsis,lanceolata,Coreopsis_lanceolata
2725,2012_ROT,2012,RO,T,2,1,NAT.CIG2012_0362,Bombus,griseocollis,Bombus_griseocollis,Trifolium,repens,Trifolium_repens
2726,2012_ROT,2012,RO,T,4,1,NAT.CIG2012_0363,Bombus,griseocollis,Bombus_griseocollis,Trifolium,repens,Trifolium_repens
2727,2012_ROT,2012,RO,T,4,1,NAT.CIG2012_0364,Bombus,griseocollis,Bombus_griseocollis,Trifolium,repens,Trifolium_repens
2728,2012_ROT,2012,RO,T,1,1,NAT.CIG2012_0365,Bombus,griseocollis,Bombus_griseocollis,Trifolium,repens,Trifolium_repens
2729,2012_ROT,2012,RO,T,1,1,NAT.CIG2012_0366,Bombus,griseocollis,Bombus_griseocollis,Trifolium,repens,Trifolium_repens
2730,2012_ROT,2012,RO,T,1,1,NAT.CIG2012_0367,Bombus,griseocollis,Bombus_griseocollis,Trifolium,repens,Trifolium_repens
2731,2012_ROT,2012,RO,T,3,2,NAT.CIG2012_0368,Bombus,griseocollis,Bombus_griseocollis,Coreopsis,lanceolata,Coreopsis_lanceolata
2732,2012_ALC,2012,AL,C,4,4,NAT.CIG2012_0369,Bombus,impatiens,Bombus_impatiens,Lythrum,salicaria,Lythrum_salicaria
2733,2012_ALC,2012,AL,C,4,4,NAT.CIG2012_0370,Bombus,impatiens,Bombus_impatiens,Eutrochium,dubium,Eutrochium_dubium
2734,2012_ALT,2012,AL,T,3,4,NAT.CIG2012_0371,Bombus,impatiens,Bombus_impatiens,Lobelia,siphilitica,Lobelia_siphilitica
2735,2012_ALC,2012,AL,C,1,3,NAT.CIG2012_0372,Bombus,impatiens,Bombus_impatiens,Lythrum,salicaria,Lythrum_salicaria
2736,2012_ALC,2012,AL,C,3,4,NAT.CIG2012_0373,Bombus,impatiens,Bombus_impatiens,Solidago,canadensis,Solidago_canadensis
2737,2012_ALC,2012,AL,C,3,4,NAT.CIG2012_0374,Bombus,impatiens,Bombus_impatiens,Solidago,canadensis,Solidago_canadensis
2738,2012_ALC,2012,AL,C,1,4,NAT.CIG2012_0375,Bombus,impatiens,Bombus_impatiens,Solidago,canadensis,Solidago_canadensis
2739,2012_ALT,2012,AL,T,4,3,NAT.CIG2012_0376,Bombus,impatiens,Bombus_impatiens,Coreopsis,lanceolata,Coreopsis_lanceolata
2740,2012_ALT,2012,AL,T,4,3,NAT.CIG2012_0377,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2741,2012_ALT,2012,AL,T,4,3,NAT.CIG2012_0378,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2742,2012_BWT,2012,BW,T,1,3,NAT.CIG2012_0379,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2743,2012_BWT,2012,BW,T,2,4,NAT.CIG2012_0380,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2744,2012_ALC,2012,AL,C,4,3,NAT.CIG2012_0381,Bombus,impatiens,Bombus_impatiens,Erigeron,philadelphicus,Erigeron_philadelphicus
2745,2012_ALC,2012,AL,C,4,3,NAT.CIG2012_0382,Bombus,impatiens,Bombus_impatiens,Lythrum,salicaria,Lythrum_salicaria
2746,2012_ALC,2012,AL,C,1,3,NAT.CIG2012_0383,Bombus,impatiens,Bombus_impatiens,Lythrum,salicaria,Lythrum_salicaria
2747,2012_ALC,2012,AL,C,1,3,NAT.CIG2012_0384,Bombus,impatiens,Bombus_impatiens,Lythrum,salicaria,Lythrum_salicaria
2748,2012_ALC,2012,AL,C,1,3,NAT.CIG2012_0385,Bombus,impatiens,Bombus_impatiens,Lythrum,salicaria,Lythrum_salicaria
2749,2012_ALC,2012,AL,C,1,3,NAT.CIG2012_0386,Bombus,impatiens,Bombus_impatiens,Lythrum,salicaria,Lythrum_salicaria
2750,2012_ALC,2012,AL,C,2,3,NAT.CIG2012_0387,Bombus,impatiens,Bombus_impatiens,Mimulus,ringens,Mimulus_ringens
2751,2012_ALC,2012,AL,C,1,3,NAT.CIG2012_0388,Bombus,impatiens,Bombus_impatiens,Solidago,canadensis,Solidago_canadensis
2752,2012_ALC,2012,AL,C,4,3,NAT.CIG2012_0389,Bombus,impatiens,Bombus_impatiens,Solidago,canadensis,Solidago_canadensis
2753,2012_ALC,2012,AL,C,2,3,NAT.CIG2012_0390,Bombus,impatiens,Bombus_impatiens,Vernonia,noveboracensis,Vernonia_noveboracensis
2754,2012_ALC,2012,AL,C,4,4,NAT.CIG2012_0391,Bombus,impatiens,Bombus_impatiens,Desmodium,paniculatum,Desmodium_paniculatum
2755,2012_ALC,2012,AL,C,3,4,NAT.CIG2012_0392,Bombus,impatiens,Bombus_impatiens,Desmodium,paniculatum,Desmodium_paniculatum
2756,2012_ALC,2012,AL,C,1,4,NAT.CIG2012_0393,Bombus,impatiens,Bombus_impatiens,Desmodium,paniculatum,Desmodium_paniculatum
2757,2012_ALC,2012,AL,C,1,4,NAT.CIG2012_0394,Bombus,impatiens,Bombus_impatiens,Desmodium,paniculatum,Desmodium_paniculatum
2758,2012_ALC,2012,AL,C,4,4,NAT.CIG2012_0395,Bombus,impatiens,Bombus_impatiens,Lythrum,salicaria,Lythrum_salicaria
2759,2012_ALC,2012,AL,C,4,4,NAT.CIG2012_0396,Bombus,impatiens,Bombus_impatiens,Lythrum,salicaria,Lythrum_salicaria
2760,2012_ALC,2012,AL,C,3,4,NAT.CIG2012_0397,Bombus,impatiens,Bombus_impatiens,Lythrum,salicaria,Lythrum_salicaria
2761,2012_ALC,2012,AL,C,2,4,NAT.CIG2012_0398,Bombus,impatiens,Bombus_impatiens,Lythrum,salicaria,Lythrum_salicaria
2762,2012_ALC,2012,AL,C,2,4,NAT.CIG2012_0399,Bombus,impatiens,Bombus_impatiens,Lythrum,salicaria,Lythrum_salicaria
2763,2012_ALC,2012,AL,C,1,4,NAT.CIG2012_0400,Bombus,impatiens,Bombus_impatiens,Lythrum,salicaria,Lythrum_salicaria
2764,2012_ALC,2012,AL,C,1,4,NAT.CIG2012_0401,Bombus,impatiens,Bombus_impatiens,Lythrum,salicaria,Lythrum_salicaria
2765,2012_ALC,2012,AL,C,3,4,NAT.CIG2012_0402,Bombus,impatiens,Bombus_impatiens,Solidago,canadensis,Solidago_canadensis
2766,2012_ALC,2012,AL,C,1,4,NAT.CIG2012_0403,Bombus,impatiens,Bombus_impatiens,Solidago,canadensis,Solidago_canadensis
2767,2012_ALC,2012,AL,C,1,4,NAT.CIG2012_0404,Bombus,impatiens,Bombus_impatiens,Solidago,canadensis,Solidago_canadensis
2768,2012_ALC,2012,AL,C,1,4,NAT.CIG2012_0405,Bombus,impatiens,Bombus_impatiens,Solidago,canadensis,Solidago_canadensis
2769,2012_ALC,2012,AL,C,1,4,NAT.CIG2012_0406,Bombus,impatiens,Bombus_impatiens,Solidago,canadensis,Solidago_canadensis
2770,2012_ALC,2012,AL,C,1,4,NAT.CIG2012_0407,Bombus,impatiens,Bombus_impatiens,Solidago,canadensis,Solidago_canadensis
2771,2012_ALC,2012,AL,C,3,4,NAT.CIG2012_0408,Bombus,impatiens,Bombus_impatiens,Solidago,canadensis,Solidago_canadensis
2772,2012_ALT,2012,AL,T,4,3,NAT.CIG2012_0409,Bombus,impatiens,Bombus_impatiens,Coreopsis,lanceolata,Coreopsis_lanceolata
2773,2012_ALT,2012,AL,T,1,3,NAT.CIG2012_0410,Bombus,impatiens,Bombus_impatiens,Coreopsis,lanceolata,Coreopsis_lanceolata
2774,2012_ALT,2012,AL,T,2,3,NAT.CIG2012_0411,Bombus,impatiens,Bombus_impatiens,Coreopsis,tinctoria,Coreopsis_tinctoria
2775,2012_ALT,2012,AL,T,4,3,NAT.CIG2012_0412,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
2776,2012_ALT,2012,AL,T,4,3,NAT.CIG2012_0413,Bombus,impatiens,Bombus_impatiens,Oxalis,stricta,Oxalis_stricta
2777,2012_ALT,2012,AL,T,4,3,NAT.CIG2012_0414,Bombus,impatiens,Bombus_impatiens,Trifolium,pratense,Trifolium_pratense
2779,2012_ALT,2012,AL,T,3,3,NAT.CIG2012_0416,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2780,2012_ALT,2012,AL,T,2,3,NAT.CIG2012_0417,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2781,2012_ALT,2012,AL,T,4,3,NAT.CIG2012_0418,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2782,2012_ALT,2012,AL,T,4,3,NAT.CIG2012_0419,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2783,2012_ALT,2012,AL,T,4,3,NAT.CIG2012_0420,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2784,2012_ALT,2012,AL,T,4,3,NAT.CIG2012_0421,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2785,2012_ALT,2012,AL,T,3,3,NAT.CIG2012_0422,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2786,2012_ALT,2012,AL,T,1,3,NAT.CIG2012_0423,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2787,2012_ALT,2012,AL,T,1,3,NAT.CIG2012_0424,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2788,2012_ALT,2012,AL,T,4,3,NAT.CIG2012_0425,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2789,2012_ALT,2012,AL,T,4,3,NAT.CIG2012_0426,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2790,2012_ALT,2012,AL,T,4,3,NAT.CIG2012_0427,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2791,2012_ALT,2012,AL,T,4,3,NAT.CIG2012_0428,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2792,2012_ALT,2012,AL,T,4,3,NAT.CIG2012_0429,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2793,2012_ALT,2012,AL,T,4,3,NAT.CIG2012_0430,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2794,2012_ALT,2012,AL,T,4,3,NAT.CIG2012_0431,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2795,2012_ALT,2012,AL,T,4,3,NAT.CIG2012_0432,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2796,2012_ALT,2012,AL,T,1,3,NAT.CIG2012_0433,Bombus,impatiens,Bombus_impatiens,Erigeron,philadelphicus,Erigeron_philadelphicus
2797,2012_ALT,2012,AL,T,1,3,NAT.CIG2012_0434,Bombus,impatiens,Bombus_impatiens,Erigeron,philadelphicus,Erigeron_philadelphicus
2798,2012_ALT,2012,AL,T,2,3,NAT.CIG2012_0435,Bombus,impatiens,Bombus_impatiens,Erigeron,philadelphicus,Erigeron_philadelphicus
2799,2012_ALT,2012,AL,T,2,3,NAT.CIG2012_0436,Bombus,impatiens,Bombus_impatiens,Erigeron,philadelphicus,Erigeron_philadelphicus
2800,2012_ALT,2012,AL,T,2,3,NAT.CIG2012_0437,Bombus,impatiens,Bombus_impatiens,Erigeron,philadelphicus,Erigeron_philadelphicus
2801,2012_ALT,2012,AL,T,2,3,NAT.CIG2012_0438,Bombus,impatiens,Bombus_impatiens,Erigeron,philadelphicus,Erigeron_philadelphicus
2802,2012_ALT,2012,AL,T,2,3,NAT.CIG2012_0439,Bombus,impatiens,Bombus_impatiens,Erigeron,philadelphicus,Erigeron_philadelphicus
2803,2012_ALT,2012,AL,T,2,3,NAT.CIG2012_0440,Bombus,impatiens,Bombus_impatiens,Erigeron,philadelphicus,Erigeron_philadelphicus
2804,2012_ALT,2012,AL,T,2,3,NAT.CIG2012_0441,Bombus,impatiens,Bombus_impatiens,Erigeron,philadelphicus,Erigeron_philadelphicus
2805,2012_ALT,2012,AL,T,2,3,NAT.CIG2012_0442,Bombus,impatiens,Bombus_impatiens,Erigeron,philadelphicus,Erigeron_philadelphicus
2806,2012_ALT,2012,AL,T,2,3,NAT.CIG2012_0443,Bombus,impatiens,Bombus_impatiens,Erigeron,philadelphicus,Erigeron_philadelphicus
2807,2012_ALT,2012,AL,T,2,3,NAT.CIG2012_0444,Bombus,impatiens,Bombus_impatiens,Trifolium,pratense,Trifolium_pratense
2808,2012_ALT,2012,AL,T,2,3,NAT.CIG2012_0445,Bombus,impatiens,Bombus_impatiens,Trifolium,pratense,Trifolium_pratense
2809,2012_ALT,2012,AL,T,2,4,NAT.CIG2012_0446,Bombus,impatiens,Bombus_impatiens,Lobelia,siphilitica,Lobelia_siphilitica
2810,2012_ALT,2012,AL,T,4,4,NAT.CIG2012_0447,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2811,2012_ALT,2012,AL,T,3,4,NAT.CIG2012_0448,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2812,2012_ALT,2012,AL,T,2,4,NAT.CIG2012_0449,Bombus,impatiens,Bombus_impatiens,Trifolium,repens,Trifolium_repens
2813,2012_BWC,2012,BW,C,2,3,NAT.CIG2012_0450,Bombus,impatiens,Bombus_impatiens,Hypericum,perforatum,Hypericum_perforatum
2814,2012_BWT,2012,BW,T,1,3,NAT.CIG2012_0451,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2815,2012_BWT,2012,BW,T,4,3,NAT.CIG2012_0452,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2816,2012_BWT,2012,BW,T,4,3,NAT.CIG2012_0453,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
2817,2012_BWT,2012,BW,T,3,4,NAT.CIG2012_0454,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2818,2012_BWT,2012,BW,T,3,4,NAT.CIG2012_0455,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2819,2012_BWT,2012,BW,T,4,4,NAT.CIG2012_0456,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2820,2012_BWT,2012,BW,T,4,4,NAT.CIG2012_0457,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2821,2012_BWT,2012,BW,T,1,4,NAT.CIG2012_0458,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2822,2012_BWT,2012,BW,T,1,4,NAT.CIG2012_0459,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2823,2012_BWT,2012,BW,T,1,4,NAT.CIG2012_0460,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2824,2012_BWT,2012,BW,T,1,4,NAT.CIG2012_0461,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2825,2012_BWT,2012,BW,T,3,4,NAT.CIG2012_0462,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2826,2012_BWT,2012,BW,T,3,4,NAT.CIG2012_0463,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2827,2012_BWT,2012,BW,T,3,4,NAT.CIG2012_0464,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2828,2012_BWT,2012,BW,T,4,4,NAT.CIG2012_0465,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2829,2012_BWT,2012,BW,T,4,4,NAT.CIG2012_0466,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2830,2012_BWT,2012,BW,T,4,4,NAT.CIG2012_0467,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2831,2012_BWT,2012,BW,T,2,4,NAT.CIG2012_0468,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2832,2012_BWT,2012,BW,T,2,4,NAT.CIG2012_0469,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2833,2012_BWT,2012,BW,T,2,4,NAT.CIG2012_0470,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2834,2012_BWT,2012,BW,T,2,4,NAT.CIG2012_0471,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2835,2012_BWT,2012,BW,T,4,4,NAT.CIG2012_0472,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2836,2012_BWT,2012,BW,T,3,4,NAT.CIG2012_0473,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2837,2012_BWT,2012,BW,T,3,4,NAT.CIG2012_0474,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2838,2012_BWT,2012,BW,T,1,4,NAT.CIG2012_0475,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2839,2012_BWT,2012,BW,T,1,4,NAT.CIG2012_0476,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2840,2012_BWT,2012,BW,T,1,4,NAT.CIG2012_0477,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2841,2012_BWT,2012,BW,T,4,4,NAT.CIG2012_0478,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2842,2012_BWT,2012,BW,T,2,4,NAT.CIG2012_0479,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2843,2012_BWT,2012,BW,T,2,4,NAT.CIG2012_0480,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2844,2012_BWT,2012,BW,T,2,4,NAT.CIG2012_0481,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2845,2012_BWT,2012,BW,T,2,4,NAT.CIG2012_0482,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2846,2012_BWT,2012,BW,T,2,4,NAT.CIG2012_0483,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2847,2012_BWT,2012,BW,T,2,4,NAT.CIG2012_0484,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
2848,2012_DFC,2012,DF,C,1,4,NAT.CIG2012_0485,Bombus,impatiens,Bombus_impatiens,Ipomoea,hederacea,Ipomoea_hederacea
2849,2012_DFC,2012,DF,C,2,4,NAT.CIG2012_0486,Bombus,impatiens,Bombus_impatiens,Ipomoea,hederacea,Ipomoea_hederacea
2850,2012_DFC,2012,DF,C,1,4,NAT.CIG2012_0487,Bombus,impatiens,Bombus_impatiens,Solanum,carolinense,Solanum_carolinense
2851,2012_DFC,2012,DF,C,4,4,NAT.CIG2012_0488,Bombus,impatiens,Bombus_impatiens,Solanum,carolinense,Solanum_carolinense
2852,2012_DFC,2012,DF,C,3,4,NAT.CIG2012_0489,Bombus,impatiens,Bombus_impatiens,Ipomoea,lacunosa,Ipomoea_lacunosa
2853,2012_DFC,2012,DF,C,4,4,NAT.CIG2012_0490,Bombus,impatiens,Bombus_impatiens,Chamaecrista,fasciculata,Chamaecrista_fasciculata
2854,2012_DFT,2012,DF,T,1,3,NAT.CIG2012_0491,Bombus,impatiens,Bombus_impatiens,Chamaecrista,fasciculata,Chamaecrista_fasciculata
2855,2012_DFT,2012,DF,T,4,3,NAT.CIG2012_0492,Bombus,impatiens,Bombus_impatiens,Chamaecrista,fasciculata,Chamaecrista_fasciculata
2856,2012_DFT,2012,DF,T,4,3,NAT.CIG2012_0493,Bombus,impatiens,Bombus_impatiens,Chamaecrista,fasciculata,Chamaecrista_fasciculata
2857,2012_MAT,2012,MA,T,2,2,NAT.CIG2012_0494,Bombus,impatiens,Bombus_impatiens,Heliopsis,helianthoides,Heliopsis_helianthoides
2858,2012_MAT,2012,MA,T,2,2,NAT.CIG2012_0495,Bombus,impatiens,Bombus_impatiens,Heliopsis,helianthoides,Heliopsis_helianthoides
2859,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0496,Bombus,impatiens,Bombus_impatiens,Heliopsis,helianthoides,Heliopsis_helianthoides
2860,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0497,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
2861,2012_ROC,2012,RO,C,2,3,NAT.CIG2012_0498,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
2862,2012_ROC,2012,RO,C,1,3,NAT.CIG2012_0499,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
2863,2012_ROC,2012,RO,C,1,3,NAT.CIG2012_0500,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
2864,2012_ROC,2012,RO,C,1,3,NAT.CIG2012_0501,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
2865,2012_ROC,2012,RO,C,4,3,NAT.CIG2012_0502,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2866,2012_ROC,2012,RO,C,4,3,NAT.CIG2012_0503,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2867,2012_ROT,2012,RO,T,3,1,NAT.CIG2012_0504,Bombus,impatiens,Bombus_impatiens,Trifolium,repens,Trifolium_repens
2868,2012_ROT,2012,RO,T,2,3,NAT.CIG2012_0505,Bombus,impatiens,Bombus_impatiens,Coreopsis,tinctoria,Coreopsis_tinctoria
2869,2012_ROT,2012,RO,T,2,3,NAT.CIG2012_0506,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
2870,2012_ROT,2012,RO,T,4,3,NAT.CIG2012_0507,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
2871,2012_ROT,2012,RO,T,2,3,NAT.CIG2012_0508,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
2872,2012_ROT,2012,RO,T,2,3,NAT.CIG2012_0509,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
2873,2012_ROT,2012,RO,T,2,3,NAT.CIG2012_0510,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
2874,2012_ROT,2012,RO,T,2,3,NAT.CIG2012_0511,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
2875,2012_ROT,2012,RO,T,3,3,NAT.CIG2012_0512,Bombus,impatiens,Bombus_impatiens,Erigeron,philadelphicus,Erigeron_philadelphicus
2876,2012_ROT,2012,RO,T,4,3,NAT.CIG2012_0513,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2877,2012_ROT,2012,RO,T,4,3,NAT.CIG2012_0514,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2878,2012_ROT,2012,RO,T,4,3,NAT.CIG2012_0515,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2879,2012_ROT,2012,RO,T,4,3,NAT.CIG2012_0516,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2880,2012_ROT,2012,RO,T,4,3,NAT.CIG2012_0517,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2881,2012_ROT,2012,RO,T,4,3,NAT.CIG2012_0518,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2882,2012_ROT,2012,RO,T,4,3,NAT.CIG2012_0519,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2883,2012_ROT,2012,RO,T,4,3,NAT.CIG2012_0520,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2884,2012_ROT,2012,RO,T,4,3,NAT.CIG2012_0521,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2885,2012_ROT,2012,RO,T,4,3,NAT.CIG2012_0522,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2886,2012_ROT,2012,RO,T,4,3,NAT.CIG2012_0523,Bombus,impatiens,Bombus_impatiens,thistle,CHECK,thistle_CHECK
2887,2012_ROT,2012,RO,T,4,3,NAT.CIG2012_0524,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2888,2012_ROT,2012,RO,T,4,3,NAT.CIG2012_0525,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2889,2012_ROT,2012,RO,T,4,3,NAT.CIG2012_0526,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2890,2012_ROT,2012,RO,T,3,3,NAT.CIG2012_0527,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2891,2012_ROT,2012,RO,T,3,3,NAT.CIG2012_0528,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2892,2012_ROT,2012,RO,T,1,3,NAT.CIG2012_0529,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2893,2012_ROT,2012,RO,T,1,3,NAT.CIG2012_0530,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2894,2012_ROT,2012,RO,T,1,3,NAT.CIG2012_0531,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2895,2012_ROT,2012,RO,T,2,3,NAT.CIG2012_0532,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2896,2012_ROT,2012,RO,T,1,3,NAT.CIG2012_0533,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2897,2012_ROT,2012,RO,T,1,3,NAT.CIG2012_0534,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
